num_age,num_annual_income,num_contract_tenure_years,num_years_with_license,num_vehicle_age,num_annual_mileage,num_previous_claims_count,num_late_payments_count,num_credit_score,num_household_size,num_insured_value,num_monthly_premium,cat_region,cat_vehicle_type,cat_fuel_type,cat_coverage_level,cat_payment_frequency,cat_home_ownership,cat_profession_segment,cat_prior_fraud_flag,text_feature,target,num_irrelevant_0,num_irrelevant_1,num_irrelevant_2,num_irrelevant_3,num_irrelevant_4,num_duplicate_0,num_duplicate_1,num_constant_0,num_collinear_0,num_collinear_1,num_collinear_2
62.0,51861.0139071668,5.0,40.0,3.0,14629.218673336547,0.0,,555.9435442099608,6.0,14964.880237766873,53.88808345075696,rural,,essence,tiers_plus,mensuel,proprietaire,cadre,non,"Le client présente un comportement de paiement régulier. Le type de contrat principal ressort comme auto. Le contexte socioprofessionnel est associé à la catégorie cadre. La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : token_61, token_67, token_78. Le risque observé reste contenu dans les standards du portefeuille.",0,,1.035249367263628,-1.0590743557533087,,-1.4230309386962103,61.998533011919434,51861.01429256968,1.0,55.83108604280366,48085.391919781396,
25.0,8000.0,12.0,0.0,16.0,20015.256152437403,2.0,0.0,900.0,,26514.99960334759,,urbain,berline,,,annuel,proprietaire,retraite,non,"Les informations contractuelles sont cohérentes avec la demande en cours. La fiche client a été révisée lors du dernier contrôle qualité. La fiche client a été révisée lors du dernier contrôle qualité. La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : token_41, responsable, profil. Le dossier de souscription est associé à un canal web.",0,-1.6153295143026258,,0.8742713430728031,-0.8497093173737558,,24.99904467138218,7999.999007687257,1.0,20.330298884276957,6957.251006730834,10.226026473750732
79.0,66267.42855170788,18.0,191.03912324098457,14.0,16003.517692914715,2.0,0.0,756.0233011316894,5.0,,80.06683206108855,periurbain,utilitaire,electrique,tiers_plus,mensuel,locataire,,,"Le niveau de garantie demandé correspond à une formule tiers_plus. Mots-clés dossier : token_21, token_78, échéance. Les éléments déclaratifs ont été consolidés dans le dossier. Les informations disponibles sont compatibles avec une analyse automatisée. Les informations contractuelles sont cohérentes avec la demande en cours. Les informations disponibles sont compatibles avec une analyse automatisée. Le gestionnaire a intégré les mises à jour du profil assuré. Les informations contractuelles sont cohérentes avec la demande en cours.",0,,-0.9444575021144066,1.3149900225433793,1.6246556478537064,0.005981551738472485,,66267.42742999225,1.0,70.42595015180655,207668.19625492592,15.900713949875856
,38626.74255427476,7.0,38.0,1.0,30583.723920664,0.0,0.0,,5.0,33583.143571356195,,urbain,berline,diesel,tous_risques,mensuel,,employe,,"Le gestionnaire a intégré les mises à jour du profil assuré. Le véhicule assuré présente une ancienneté faible. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : token_2, token_60, échéance. Le kilométrage annuel déclaré est élevé.",0,-2.0223880312474543,0.13219214497752435,-1.271337198900072,0.5220009434529944,-0.7089862466853307,,38626.74335883372,1.0,51.143254741925695,35295.55754435137,
26.0,68078.07827729407,9.0,3.0,,,3.0,0.0,767.0065471805292,6.0,16263.386703852693,,periurbain,sport,essence,,,proprietaire,cadre,non,"L'historique de sinistres est décrit comme répété. Le client présente un comportement de paiement régulier. Le client présente un comportement de paiement régulier. Le dossier de souscription est associé à un canal web. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_22, client, token_7.",1,0.9025595202562396,-1.047484224047067,-0.7986935600099548,2.203482542886704,,25.998925651736013,68078.07997737075,1.0,19.719604848972278,59928.61480985793,8.426883005361882
69.0,20834.335349807723,25.0,51.0,10.0,17663.30487111979,2.0,0.0,652.2615442660822,3.0,19369.123806383435,43.703191233348136,urbain,berline,essence,tous_risques,mensuel,proprietaire,independant,non,"Le niveau de paiement observé est régulier. Le niveau de garantie demandé correspond à une formule tous_risques. Mots-clés dossier : token_41, responsable, token_10. Les éléments déclaratifs ont été consolidés dans le dossier. Le contexte socioprofessionnel est associé à la catégorie independant. Le contexte socioprofessionnel est associé à la catégorie independant. Les informations disponibles sont compatibles avec une analyse automatisée.",0,-0.5435715334876464,,1.8933416949447124,-0.04605689058364097,-0.4012670315350309,68.99977594594651,,1.0,60.67510979586996,18352.164553602008,22.44428360880722
49.0,49242.3449333172,3.0,,8.0,19337.738324076137,2.0,0.0,716.709075514101,5.0,6152.0868173531435,34.83863015302094,urbain,,hybride,tiers_plus,annuel,locataire,sans_emploi,non,"Le client réside principalement en zone urbain. Les informations contractuelles sont cohérentes avec la demande en cours. Le client réside principalement en zone urbain. Les informations disponibles sont compatibles avec une analyse automatisée. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : déclaration, non_responsable, token_6. Le dossier a fait l'objet d'une revue selon le processus standard.",0,0.8603029191057986,-0.42765057012325275,1.2280477647385426,-0.14218699944304708,1.6300733828467826,49.000625994974726,49242.346263533545,1.0,46.238407023932325,,
,25580.963147949515,11.0,30.0,19.0,19835.231641882234,0.0,,510.7470545946886,4.0,8017.3446374474315,92.05430223260078,periurbain,citadine,hybride,tous_risques,,proprietaire,,non,,0,-0.5745076755372402,0.05841144429243349,0.10306125166127877,-0.7072204690760623,0.39130959225554784,54.001250630695644,,1.0,48.63811453078648,22845.26895894391,9.98634524473848
,40558.797366476356,24.0,,,24312.149025034545,0.0,0.0,475.49585515326976,9.764943873206931,16027.72783537369,50.579250485616384,urbain,utilitaire,,tous_risques,mensuel,proprietaire,sans_emploi,non,"Le véhicule couvert est de type utilitaire. Le gestionnaire a intégré les mises à jour du profil assuré. Mots-clés dossier : token_56, token_16, token_31. La fiche client a été révisée lors du dernier contrôle qualité. L'ancienneté du contrat peut être qualifiée de ancienne. Le contexte socioprofessionnel est associé à la catégorie sans_emploi. Le gestionnaire a intégré les mises à jour du profil assuré. La fiche client a été révisée lors du dernier contrôle qualité.",0,-0.49792932496324366,-0.6880679285143112,-0.8817520515492221,,0.9805798485075313,,40558.79682554871,,,,
,24163.297325730833,1.0,44.0,15.0,3999.3174064242776,,0.0,624.9496557200582,3.0,15827.960745327066,37.12381560342573,rural,berline,diesel,tiers,mensuel,,cadre,,"Le profil de conduite est rapproché d'un usage occasionnel. Les informations disponibles sont compatibles avec une analyse automatisée. Le dossier a fait l'objet d'une revue selon le processus standard. L'ancienneté du contrat peut être qualifiée de récente. Mots-clés dossier : token_27, expertise, token_68.",0,-0.7892737666938097,-0.4276271770942547,0.15591509870292095,0.9779653091210058,0.09093376664733044,62.99891447098413,24163.296292430623,1.0,51.415813717708986,,1.3382146466631117
63.0,25835.620875325847,19.0,36.0,0.0,30815.27141834404,0.0,0.0,545.4142873454001,1.0,6933.391886478341,48.80779144129541,rural,sport,electrique,,mensuel,,,non,"Le type de contrat principal ressort comme auto. Les informations disponibles sont compatibles avec une analyse automatisée. Le niveau de paiement observé est régulier. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : token_63, token_27, token_2.",0,,-1.1448298248860709,-0.3772844513213742,1.328659001947233,-0.340662895800749,,25835.618707289632,1.0,,26736.322670759455,18.073688678868024
66.0,8529.52731161577,19.0,41.0,13.0,4748.214548849317,,0.0,853.1316064976374,6.0,31575.997983237547,38.47660592644215,rural,citadine,electrique,,,locataire,employe,non,"Le profil semble stable au regard de l'historique disponible. Le véhicule couvert est de type citadine. Le niveau de garantie demandé correspond à une formule tiers. Le risque observé reste contenu dans les standards du portefeuille. Mots-clés dossier : trajet, paiement, token_45.",0,-0.7389304712934174,-1.8442599044851447,1.077563343719691,,1.3956334159174888,,8529.52747214604,1.0,57.92480266405309,6629.769072121741,17.302396041711912
70.0,8000.0,11.0,41.0,14.0,4081.5835171680483,0.0,0.0,680.1407867128162,4.0,,86.88704673572897,periurbain,utilitaire,electrique,,mensuel,locataire,cadre,non,"La fiche client a été révisée lors du dernier contrôle qualité. L'historique de sinistres est décrit comme sans antécédent récent. Le dossier a fait l'objet d'une revue selon le processus standard. Le contexte socioprofessionnel est associé à la catégorie cadre. Le type de contrat principal ressort comme auto. Mots-clés dossier : usage, token_11, token_39. Le gestionnaire a intégré les mises à jour du profil assuré. L'historique de sinistres est décrit comme sans antécédent récent.",0,1.8903264270875542,-0.1312933075261818,1.135511890761399,2.0259475515423446,,70.00037236759376,7999.998842245517,,64.15675976444234,6939.305934361591,10.46660682100469
32.0,35104.58764276403,7.0,3.0,15.0,16071.396998336677,0.0,0.0,,,5553.1603546185925,63.58858906732294,,berline,electrique,tiers,annuel,proprietaire,,,"Les informations contractuelles sont cohérentes avec la demande en cours. Les informations disponibles sont compatibles avec une analyse automatisée. Les éléments déclaratifs ont été consolidés dans le dossier. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : avenant, token_10, token_9.",0,-1.3955773693225946,,0.40113651377965465,-1.7933300692564123,,31.999130275150037,35104.58606281038,,33.53978018641473,31712.472552652067,
84.0,73808.79378297072,22.0,64.0,,12572.002102914676,2.0,0.0,,6.0,19558.243783656908,32.382247311540766,rural,berline,essence,tiers,mensuel,locataire,independant,,"Mots-clés dossier : avenant, token_50, token_40. L'ancienneté du contrat peut être qualifiée de ancienne. Les informations disponibles sont compatibles avec une analyse automatisée. Le client réside principalement en zone rural. Le profil de conduite est rapproché d'un usage classique. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations contractuelles sont cohérentes avec la demande en cours. Le niveau de paiement observé est régulier.",0,0.23488676365657438,,-1.1211082602992246,0.44632849921676626,,83.99937598041244,73808.79369150092,1.0,74.90547415887463,67578.93760589937,19.931300152929477
81.0,31314.749886744787,10.0,54.0,,27553.121827325005,0.395121847357736,0.0,717.3593244127707,4.0,9059.553985716566,,urbain,suv,diesel,tous_risques,mensuel,locataire,,non,"Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_58, token_41, token_34. Le profil de conduite est rapproché d'un usage intensif. Les informations disponibles sont compatibles avec une analyse automatisée. Les informations contractuelles sont cohérentes avec la demande en cours.",0,,,0.060360206746275104,0.2649847240370136,2.441464105487256,80.99950144538,31314.748339216603,,73.54989556921271,26970.42550910222,9.946161671815268
,,9.0,41.0,,6913.21076634937,0.0,,641.9001885005908,,33827.74227868475,110.89259046523516,,berline,electrique,tous_risques,mensuel,,employe,non,"Le gestionnaire a intégré les mises à jour du profil assuré. Le dossier ne montre pas de fréquence élevée de sinistres. Le dossier de souscription est associé à un canal web. Le véhicule couvert est de type berline. Mots-clés dossier : surprime, token_74, souscription. Le client présente un comportement de paiement régulier.",0,0.9781544600803198,,-2.0214980883591833,-0.8190829489339295,-1.8145298211840004,65.99996757446765,28215.474222617995,1.0,,,
40.0,43831.88840950525,24.0,12.0,13.0,21645.244931421596,,1.0,512.0644562144222,1.0,25546.087788235192,10.0,periurbain,berline,,tous_risques,mensuel,locataire,employe,,,0,0.01895766475228809,1.071261966430323,-0.7070806782706549,0.8259654662780738,-1.6535051720022993,39.998418916679334,43831.88694392913,1.0,36.04250379192903,40220.13641708725,
20.0,25278.909906869878,,0.0,3.0,17689.52714386837,2.0,2.0,593.9977274280033,2.0,15745.917638118437,,urbain,suv,,,mensuel,proprietaire,employe,non,"Le comportement de paiement apparaît irrégulier sur la période récente. Le comportement de paiement apparaît irrégulier sur la période récente. Le véhicule couvert est de type suv. Mots-clés dossier : token_69, token_13, token_0. Le contexte socioprofessionnel est associé à la catégorie employe. Le client réside principalement en zone urbain. L'ancienneté du contrat peut être qualifiée de ancienne.",1,-1.325430889047269,0.6471285978640889,-1.1985493917588628,0.4319916626383525,0.12813117540587024,20.001596412158715,,1.0,,23065.378336292742,19.978578725525363
,,,34.0,,18957.899703410556,1.0,0.0,620.0998238132304,2.0,2172.7501568064126,,,berline,hybride,,,locataire,employe,non,"Les informations contractuelles sont cohérentes avec la demande en cours. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations contractuelles sont cohérentes avec la demande en cours. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_28, token_59, token_16. Le type de contrat principal ressort comme auto. Le gestionnaire a intégré les mises à jour du profil assuré.",0,-0.13136229691179807,-0.25724329189224504,-1.42565124981958,-0.3904145957143688,0.26597541155728927,56.99974977469261,27768.7940010409,1.0,53.79612630235755,,1.5441550776353885
73.0,15808.297868247588,11.0,52.0,10.0,5561.744986415637,3.0,,560.4349401048119,3.0,,35.81964322411329,rural,utilitaire,essence,tous_risques,trimestriel,locataire,retraite,oui,"Le kilométrage annuel déclaré est faible. Mots-clés dossier : expertise, token_29, token_68. Le contexte socioprofessionnel est associé à la catégorie retraite. Les éléments déclaratifs ont été consolidés dans le dossier. Une fréquence de sinistres supérieure à la moyenne est observée. Le dossier présente plusieurs facteurs aggravants nécessitant une vigilance renforcée. Le véhicule couvert est de type utilitaire.",1,-0.15158493223227168,0.6134028013074492,-0.4095995838462992,,1.8141140120623391,,15808.296847712441,1.0,66.5710358138151,15122.310618702977,9.745767518423062
25.0,21141.60444877623,12.0,5.0,19.0,,3.0,0.0,403.6441758596967,1.0,27927.0333561405,76.99468157727928,periurbain,utilitaire,essence,tous_risques,,,employe,non,"Le kilométrage annuel déclaré est modéré. Mots-clés dossier : token_64, historique, token_42. Les informations disponibles sont compatibles avec une analyse automatisée. Les éléments déclaratifs ont été consolidés dans le dossier. Les éléments déclaratifs ont été consolidés dans le dossier.",1,,0.5922026466414042,-0.7726434890709929,-0.8404444028672091,0.4078490247931282,,21141.603745961595,1.0,19.63942619395755,19952.862453041886,10.12860626863721
69.0,53243.247107141084,,42.0,0.0,4792.967579153346,2.0,0.0,576.6656523103605,5.0,,,urbain,citadine,hybride,tiers_plus,annuel,locataire,independant,non,,0,-1.5196006621073344,0.5825896735622946,0.2985528899996795,-2.071781358150156,0.23957125935674375,69.0000507906248,,1.0,64.47333661571554,48764.104216598906,4.176312893814746
85.0,22371.87192539992,22.0,,18.0,,1.0,0.0,695.8778417362032,2.0,15814.569134172365,63.801197042527555,rural,,diesel,tous_risques,,locataire,retraite,non,"Le profil de conduite est rapproché d'un usage occasionnel. Les informations contractuelles sont cohérentes avec la demande en cours. Le niveau de garantie demandé correspond à une formule tous_risques. La fiche client a été révisée lors du dernier contrôle qualité. Mots-clés dossier : token_67, token_71, token_56.",0,1.178508368312778,,-0.09777110521292359,-0.11575748507192424,0.06011587916488859,84.99908628896932,22371.87104497117,1.0,75.73991878491843,20601.73585122063,
28.0,39236.19749226996,13.0,9.0,3.0,16853.935115726716,0.0,0.0,,4.0,24449.93401634967,54.270637851769685,urbain,citadine,diesel,tiers,annuel,locataire,retraite,non,"Le dossier de souscription est associé à un canal web. Les éléments déclaratifs ont été consolidés dans le dossier. La fiche client a été révisée lors du dernier contrôle qualité. Aucun élément majeur de vigilance n'est identifié à ce stade. Mots-clés dossier : token_37, token_9, token_66. La fiche client a été révisée lors du dernier contrôle qualité. L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. Le niveau de garantie demandé correspond à une formule tiers.",0,0.9160341583313717,,-1.7995741769646905,-1.3414936533558535,-1.2917048023432571,,39236.198059563074,1.0,,36106.146418972254,12.408998959312939
62.0,,14.0,41.0,18.0,20212.677707008865,1.0,0.0,,6.0,25894.473370277916,107.88048110656453,periurbain,,diesel,tiers_plus,mensuel,,,non,,0,,1.7413784619590158,3.4930910745742088,1.200900996548894,-1.3175444756678738,62.00080338736175,30087.741496810348,,,,13.192499832259621
52.0,22093.082534179477,2.0,,2.0,12878.435390766866,1.0,1.0,,4.0,10986.943316999279,43.261659193213475,urbain,suv,hybride,,trimestriel,proprietaire,retraite,,"Le dossier a fait l'objet d'une revue selon le processus standard. L'historique de sinistres est décrit comme ponctuel. L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. Mots-clés dossier : résiliation, token_39, token_50. Le risque observé reste contenu dans les standards du portefeuille. Le véhicule couvert est de type suv.",0,-1.394639504819912,-0.6091798664009743,-0.9399410247833864,-0.1578214672864152,-0.013612152042353437,51.99893971554057,,1.0,48.71004976254356,19153.433865673745,0.8079287413006393
49.0,40968.739772815665,9.0,20.0,,,1.0,,713.9499984547552,1.0,14593.64585692075,53.064130060474476,urbain,citadine,diesel,tiers,mensuel,locataire,employe,non,"Le dossier de souscription est associé à un canal web. Le type de contrat principal ressort comme auto. Les informations contractuelles sont cohérentes avec la demande en cours. Le client réside principalement en zone urbain. Le dossier ne montre pas de fréquence élevée de sinistres. Le risque observé reste contenu dans les standards du portefeuille. Mots-clés dossier : token_52, token_1, token_64.",0,0.25115589369105956,-2.160845959046073,0.2872708706846347,-0.9137863467304946,-1.042753271014682,48.998476447633145,40968.738925548816,1.0,44.75353053112611,34524.98496550064,8.290527573947234
81.0,49225.62148898063,17.0,60.0,19.0,10194.147971724331,,,531.5537540732743,6.0,21336.765167079273,38.51059932430807,,berline,,tous_risques,,proprietaire,,non,"Le gestionnaire a intégré les mises à jour du profil assuré. Le kilométrage annuel déclaré est modéré. La fiche client a été révisée lors du dernier contrôle qualité. La fiche client a été révisée lors du dernier contrôle qualité. L'ancienneté du contrat peut être qualifiée de ancienne. Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : token_4, token_23, token_54.",0,-0.673289274814198,-0.4043087500952991,-0.3849556701574274,-1.3259919910283926,-1.2452220784823802,80.99998099023729,49225.62201695824,1.0,69.6798494618883,44401.662085704666,15.299974501409585
56.0,,,36.0,14.0,22895.767011832537,,0.0,591.2580788141655,1.0,35491.91732798712,58.15574133580249,,,hybride,tiers_plus,annuel,,cadre,,"Le client réside principalement en zone rural. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : token_40, token_79, token_77. Les informations contractuelles sont cohérentes avec la demande en cours. Les informations disponibles sont compatibles avec une analyse automatisée. Les informations disponibles sont compatibles avec une analyse automatisée. L'ancienneté du contrat peut être qualifiée de ancienne.",0,-0.2724381546704956,,-0.7904458902789995,0.9045495279570303,0.12437810369220974,55.999402253604224,16439.956149398073,1.0,,,12.45513522829561
23.0,41582.018595589616,25.0,,1.0,15982.031481957174,0.0,0.0,747.6715977152909,,27776.21133392048,28.690789303134594,urbain,berline,essence,tous_risques,mensuel,proprietaire,,non,"Le gestionnaire a intégré les mises à jour du profil assuré. Mots-clés dossier : token_50, token_79, token_16. Les éléments déclaratifs ont été consolidés dans le dossier. Le dossier de souscription est associé à un canal web. Le dossier a fait l'objet d'une revue selon le processus standard. Le contexte socioprofessionnel est associé à la catégorie employe. Le véhicule couvert est de type berline. Les informations disponibles sont compatibles avec une analyse automatisée.",0,-1.748499762083524,,,,0.10111907837837114,23.001425046623115,41582.017425532766,1.0,21.863030713733835,37914.17692033929,21.897679727003386
19.0,48579.43849233638,21.0,0.0,20.0,,6.390534760700951,,,5.0,,73.05115093153064,rural,,essence,tiers_plus,,,,non,"Le profil ressort comme plus exposé que la moyenne du portefeuille. Le niveau de risque estimé est supérieur au standard de souscription. Mots-clés dossier : token_56, token_13, token_65. Le client réside principalement en zone rural. Le dossier a fait l'objet d'une revue selon le processus standard. Le véhicule couvert est de type suv.",1,-1.6692379093668304,,-0.15439146842551293,2.3990556364023026,,19.000482564659773,48579.43728498544,,17.590883038002865,44342.783372805934,18.34081686454413
36.0,31100.189326713204,0.0,,17.0,14086.726730306671,,0.0,660.2701220397164,1.0,2000.0,49.12704058778799,urbain,berline,,tiers,mensuel,locataire,retraite,non,"Le client réside principalement en zone urbain. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations contractuelles sont cohérentes avec la demande en cours. Le kilométrage annuel déclaré est modéré. Les informations disponibles sont compatibles avec une analyse automatisée. Le contexte socioprofessionnel est associé à la catégorie retraite. Mots-clés dossier : analyse, token_65, token_25. Le client réside principalement en zone urbain.",1,-0.5679181573547453,,1.544858190901198,,-1.590277316504062,36.00063064523004,31100.189020816702,2.566894841931199,36.91895192008613,27445.45337894483,-0.8087759729307316
34.0,34723.68297258793,6.0,6.0,16.0,23246.335458372934,0.0,0.0,551.8965100773274,3.0,2000.0,50.00736374603325,urbain,utilitaire,diesel,tiers_plus,mensuel,locataire,retraite,,"Mots-clés dossier : token_29, token_71, token_50. Les informations disponibles sont compatibles avec une analyse automatisée. Les éléments déclaratifs ont été consolidés dans le dossier. Le profil de conduite est rapproché d'un usage intensif. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations contractuelles sont cohérentes avec la demande en cours. Les informations disponibles sont compatibles avec une analyse automatisée.",1,,-0.38593287217676553,0.43789172407902927,-2.2656070119549785,-1.5452481184314835,34.00024847261331,34723.682087382775,1.0,30.46545982457117,30874.59253847457,6.279393251590599
72.0,36079.21730470796,15.0,54.0,19.0,,0.0,,775.8543411303134,5.0,4024.9818447773414,43.87405782174267,rural,sport,diesel,tiers,,proprietaire,cadre,non,,0,0.0762909554489897,,-0.345515712382301,0.7278987561995883,-0.08587670953603628,72.00022313791578,36079.219162013535,,64.99319289761443,34079.45961797713,
,39257.271572825295,25.0,60.0,11.0,10532.206195229437,0.0,0.0,815.3996128492944,,30213.228749934737,66.93247248712186,periurbain,suv,hybride,tous_risques,,proprietaire,independant,non,"L'historique de sinistres est décrit comme sans antécédent récent. Aucun élément majeur de vigilance n'est identifié à ce stade. Le profil de conduite est rapproché d'un usage classique. Mots-clés dossier : token_27, franchise, token_39. Le dossier ne montre pas de fréquence élevée de sinistres.",0,1.3042198198722061,0.5148499613166442,-0.3833745125125382,2.5295973279568877,,,39257.272296847514,,247.67741795287154,38168.880269100606,21.884893273464048
,17952.83508309438,,,19.0,24473.06578011783,,2.0,569.7690982163713,,,93.97072381379988,periurbain,utilitaire,hybride,,mensuel,locataire,etudiant,non,"Le profil ressort comme plus exposé que la moyenne du portefeuille. Mots-clés dossier : token_76, token_67, token_55. Le dossier a fait l'objet d'une revue selon le processus standard. Le kilométrage annuel déclaré est élevé. Le profil ressort comme plus exposé que la moyenne du portefeuille. Le niveau de paiement observé est irrégulier. Le client réside principalement en zone periurbain.",1,-1.4058664839487751,-1.1583186115116793,-1.2951776385311964,,0.016503726857303308,48.99981059906506,17952.835277889386,1.0,42.96142773708059,16856.695566066384,7.076087102529592
,27746.41215395784,20.0,3.0,20.0,19988.124956616964,,0.0,840.812147308679,3.0,34378.499576353664,35.01977020560208,urbain,sport,essence,,,proprietaire,cadre,oui,"Le niveau de paiement observé est régulier. Le profil de conduite est rapproché d'un usage intensif. Le dossier présente plusieurs facteurs aggravants nécessitant une vigilance renforcée. La combinaison usage intensif et historique incidenté augmente l'exposition. Le dossier a fait l'objet d'une revue selon le processus standard. Le kilométrage annuel déclaré est élevé. Mots-clés dossier : profil, exposition, token_77.",1,-1.2227690147555252,-0.912050673375433,,2.2273164784929524,0.6605988426628912,23.000670098950042,27746.40982924115,1.0,19.41369190484813,23549.170018842597,18.359277964528182
68.0,42616.71579524489,2.0,47.0,20.0,23700.476170851696,1.0,1.0,769.151819674935,,4779.29650130827,30.412327671829054,urbain,,electrique,tiers,,proprietaire,retraite,non,"Le dossier a fait l'objet d'une revue selon le processus standard. Les informations disponibles sont compatibles avec une analyse automatisée. Le véhicule assuré présente une ancienneté élevée. Le gestionnaire a intégré les mises à jour du profil assuré. Le dossier a fait l'objet d'une revue selon le processus standard. Le contexte socioprofessionnel est associé à la catégorie retraite. Mots-clés dossier : token_52, token_34, cotisation. Le kilométrage annuel déclaré est élevé.",1,-1.2659651024689422,1.4388219693920643,-0.5855488814557169,,1.7183039377625646,,,,61.206161274059035,37765.936436396194,1.0728723891825993
27.0,23860.964475479603,0.0,,9.0,9566.821123741152,1.0,0.0,726.6019679032938,2.0,,76.84006712809067,urbain,berline,,tiers,trimestriel,locataire,employe,non,"Le niveau de garantie demandé correspond à une formule tiers. Le niveau de paiement observé est régulier. Le profil de conduite est rapproché d'un usage classique. La fiche client a été révisée lors du dernier contrôle qualité. Le dossier a fait l'objet d'une revue selon le processus standard. Mots-clés dossier : token_25, token_64, retard. Le dossier de souscription est associé à un canal web. Les informations disponibles sont compatibles avec une analyse automatisée.",0,2.3730187968975818,,-1.7630833077078116,,0.5061730114043225,27.00063541327338,23860.966109580615,1.0,24.855668304869745,22760.154641339625,0.3254333143430936
,34615.36975927662,19.0,49.0,14.0,10384.92300981014,0.0,1.0,469.60637101375346,1.0,,75.52175014030492,periurbain,,essence,tiers_plus,mensuel,,,non,"Le gestionnaire a intégré les mises à jour du profil assuré. Le niveau de garantie demandé correspond à une formule tiers_plus. Le contexte socioprofessionnel est associé à la catégorie etudiant. Le gestionnaire a intégré les mises à jour du profil assuré. L'ancienneté du contrat peut être qualifiée de ancienne. Le véhicule assuré présente une ancienneté élevée. Mots-clés dossier : token_38, token_21, token_18. Le dossier de souscription est associé à un canal web.",0,-0.9499590204529665,-0.42809936188196446,-0.7262318167458824,-0.10297650836522922,0.9320430729808729,71.99889433120504,,,,,16.399957413620346
56.0,34836.616618841515,11.0,33.0,15.0,14664.782289341443,,0.0,761.9616376324971,3.0,21589.1097788314,10.0,rural,utilitaire,,,annuel,locataire,employe,non,"Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_14, avenant, franchise. Le type de contrat principal ressort comme auto. Le dossier a fait l'objet d'une revue selon le processus standard. Les éléments déclaratifs ont été consolidés dans le dossier. Le contexte socioprofessionnel est associé à la catégorie employe.",0,1.7621218591852625,0.31570629773551334,-0.3039182259961396,0.5390176405721224,-0.8732861764358832,,,1.0,50.67728801484498,30839.48508786304,
,23526.897952047686,18.0,20.0,10.0,11327.613598294254,0.0,0.0,763.8563117321929,5.0,9684.652067757243,105.06021543554972,urbain,berline,essence,tiers_plus,,proprietaire,cadre,non,"Le véhicule assuré présente une ancienneté intermédiaire. Aucun élément majeur de vigilance n'est identifié à ce stade. Le dossier ne montre pas de fréquence élevée de sinistres. Le kilométrage annuel déclaré est modéré. Le niveau de paiement observé est régulier. L'historique de sinistres est décrit comme sans antécédent récent. Mots-clés dossier : score, stabilité, vigilance.",0,,0.9614531541142377,0.23412872093140494,0.18384118382011283,0.15600177240225535,42.000876795461785,23526.896817152614,,34.58309597732001,18010.854146211,
70.0,,12.0,49.0,,10247.9387330801,2.0,0.0,656.9641285947037,5.0,19965.020679783367,180.9149781445761,periurbain,suv,diesel,,mensuel,locataire,,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Les informations contractuelles sont cohérentes avec la demande en cours. Le profil de conduite est rapproché d'un usage classique. Le véhicule couvert est de type suv. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : token_51, token_67, token_70.",0,-0.42476391703426436,1.3072311940052517,1.2862672079202213,-0.8413716548557107,-1.7906103259606547,,38129.668405873046,1.0,64.20560596632201,,
21.0,56923.09787581388,80.15480977681896,0.0,10.0,18418.39072650691,1.0,0.0,871.4612719420398,,25586.196432899054,67.87236332094803,urbain,suv,,tiers,mensuel,proprietaire,cadre,non,"Le contexte socioprofessionnel est associé à la catégorie cadre. Le niveau de garantie demandé correspond à une formule tiers. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_8, token_67, token_48. Le véhicule couvert est de type suv. Le dossier a fait l'objet d'une revue selon le processus standard. Le dossier a fait l'objet d'une revue selon le processus standard.",1,-1.5089861748941658,,0.5943057007208292,-0.22090660063827489,,,56923.09754725826,,16.771892136350345,51082.24333054311,20.883104618574166
